week,team,opponent,home,bye_prior_week,elo1_pre,elo_prob1,tot_dvoa,tot_dave,off_dvoa,def_dvoa,st_dvoa,opp_tot_dvoa,opp_tot_dave,opp_off_dvoa,opp_def_dvoa,opp_st_dvoa,net_tot_dvoa,net_tot_dave,net_off_dvoa,net_def_dvoa,net_st_dvoa,yards-per-play,opponent-yards-per-play,net-yards-per-play,points-per-game,opponent-points-per-game,net-points-per-game,team_score,opp_score,winner,total,margin
5,BAL,CLE,0,0,1586.73377,0.761250574,0.21,0.13,0.05,-0.18,-0.02,-0.23,-0.13,-0.26,-0.17,-0.14,0.44,0.26,0.31,-0.01,0.12,5.3,4.4,0.9,30.8,16.2,14.6,9,12,0,21,-3
5,BUF,TEN,1,0,1473.693039,0.523259593,-0.56,-0.39,-0.58,-0.01,0.01,-0.09,-0.04,-0.13,0,0.04,-0.47,-0.35,-0.45,-0.01,-0.03,3.7,5.3,-1.6,12.5,26.5,-14,13,12,1,25,1
5,CAR,NYG,1,1,1568.980237,0.802086564,0.12,0.04,0.14,0.07,0.05,-0.19,-0.17,-0.05,0.13,-0.02,0.31,0.21,0.19,-0.06,0.07,5.8,6,-0.2,23.7,20,3.7,33,31,1,64,2
5,CIN,MIA,1,0,1516.990589,0.628321637,0.15,0.06,0.18,0.05,0.02,0.16,0.05,0.02,-0.12,0.02,-0.01,0.01,0.16,0.17,0,6.1,5.8,0.3,31.5,28.2,3.3,27,17,1,44,10
5,CLE,BAL,1,0,1320.299651,0.238749426,-0.23,-0.13,-0.26,-0.17,-0.14,0.21,0.13,0.05,-0.18,-0.02,-0.44,-0.26,-0.31,0.01,-0.12,5,5.4,-0.4,25.5,26,-0.5,12,9,1,21,3
5,DAL,HOU,0,0,1525.156957,0.609573728,-0.11,-0.02,-0.07,0.04,-0.01,0.05,0.03,0,0.02,0.07,-0.16,-0.05,-0.07,0.02,-0.08,5.4,4.9,0.5,16.8,19.2,-2.4,16,19,0,35,-3
5,DEN,NYJ,0,0,1443.819608,0.437494203,0.03,-0.02,0.05,0.01,-0.01,-0.03,-0.07,-0.29,-0.15,0.11,0.06,0.05,0.34,0.16,-0.12,6,5.7,0.3,21,24.2,-3.2,16,34,0,50,-18
5,DET,GB,1,0,1489.360214,0.596413535,-0.23,-0.12,-0.03,0.12,-0.08,0.1,0.1,0.04,-0.03,0.03,-0.33,-0.22,-0.07,0.15,-0.11,5.9,5.7,0.2,23.5,28.5,-5,31,23,1,54,8
5,GB,DET,0,0,1486.515855,0.403586465,0.1,0.1,0.04,-0.03,0.03,-0.23,-0.12,-0.03,0.12,-0.08,0.33,0.22,0.07,-0.15,0.11,5.5,5.3,0.2,23,20.8,2.2,23,31,0,54,-8
5,HOU,DAL,1,0,1382.762074,0.390426272,0.05,0.03,0,0.02,0.07,-0.11,-0.02,-0.07,0.04,-0.01,0.16,0.05,0.07,-0.02,0.08,5.9,5.6,0.3,24,27,-3,19,16,1,35,3
5,IND,NE,0,0,1399.963155,0.171017094,0.02,0,-0.1,-0.08,0.04,0.02,0.1,0.05,0.01,-0.03,0,-0.1,-0.15,-0.09,0.07,4.9,5.4,-0.5,23.5,25,-1.5,24,38,0,62,-14
5,JAX,KC,0,0,1570.596887,0.315513046,0.26,0.1,0.04,-0.19,0.04,0.27,0.13,0.38,0.25,0.14,-0.01,-0.03,-0.34,-0.44,-0.1,5.8,4.5,1.3,22,14,8,14,30,0,44,-16
5,KC,JAX,1,0,1640.136029,0.684486954,0.27,0.13,0.38,0.25,0.14,0.26,0.1,0.04,-0.19,0.04,0.01,0.03,0.34,0.44,0.1,6.6,6.7,-0.1,36.2,28.8,7.4,30,14,1,44,16
5,LAC,OAK,1,0,1533.387281,0.731797898,0.07,0.03,0.19,0.04,-0.08,-0.05,-0.05,0.08,0.12,-0.02,0.12,0.08,0.11,-0.08,-0.06,6.5,6.3,0.2,27.8,30,-2.2,26,10,1,36,16
5,LAR,SEA,0,0,1609.414936,0.504837453,0.5,0.32,0.43,-0.08,-0.01,-0.02,0.01,-0.14,-0.12,0,0.52,0.31,0.57,0.04,-0.01,7.4,5.8,1.6,35,16.8,18.2,33,31,1,64,2
5,MIA,CIN,0,0,1490.784694,0.371678363,0.16,0.05,0.02,-0.12,0.02,0.15,0.06,0.18,0.05,0.02,0.01,-0.01,-0.16,-0.17,0,5.7,5.7,0,20.5,22.5,-2,17,27,0,44,-10
5,MIN,PHI,0,0,1540.906796,0.301394567,-0.13,-0.01,-0.01,0.07,-0.05,-0.02,0.05,-0.08,-0.1,-0.04,-0.11,-0.06,0.07,0.17,-0.01,5.7,6.1,-0.4,22.5,27.5,-5,23,21,1,44,2
5,NE,IND,1,0,1609.165577,0.828982906,0.02,0.1,0.05,0.01,-0.03,0.02,0,-0.1,-0.08,0.04,0,0.1,0.15,0.09,-0.07,5.3,5.5,-0.2,23.8,21,2.8,38,24,1,62,14
5,NO,WSH,1,0,1598.562235,0.732053912,0.09,0.12,0.21,0.14,0.01,0.1,0.04,0.09,-0.05,-0.04,-0.01,0.08,0.12,0.19,0.05,6.3,6.5,-0.2,34.2,30.2,4,43,19,1,62,24
5,NYG,CAR,0,0,1390.881853,0.197913436,-0.19,-0.17,-0.05,0.13,-0.02,0.12,0.04,0.14,0.07,0.05,-0.31,-0.21,-0.19,0.06,-0.07,5.1,5.9,-0.8,18.2,23.8,-5.6,31,33,0,64,-2
5,NYJ,DEN,1,0,1422.481489,0.562505797,-0.03,-0.07,-0.29,-0.15,0.11,0.03,-0.02,0.05,0.01,-0.01,-0.06,-0.05,-0.34,-0.16,0.12,4.9,5.2,-0.3,22.2,22.2,0,34,16,1,50,18
5,OAK,LAC,0,0,1424.015688,0.268202102,-0.05,-0.05,0.08,0.12,-0.02,0.07,0.03,0.19,0.04,-0.08,-0.12,-0.08,-0.11,0.08,0.06,6.1,6.8,-0.7,24.2,30.8,-6.6,10,26,0,36,-16
5,PHI,MIN,1,0,1621.945412,0.698605433,-0.02,0.05,-0.08,-0.1,-0.04,-0.13,-0.01,-0.01,0.07,-0.05,0.11,0.06,-0.07,-0.17,0.01,5,5.4,-0.4,20.5,20.2,0.3,21,23,0,44,-2
5,PIT,ATL,1,0,1547.2432,0.566408328,-0.06,0.07,0.01,0.04,-0.03,-0.1,-0.02,0.1,0.18,-0.01,0.04,0.09,-0.09,-0.14,-0.02,6,6,0,25.5,29,-3.5,41,17,1,58,24
5,SEA,LAR,1,0,1541.053425,0.495162547,-0.02,0.01,-0.14,-0.12,0,0.5,0.32,0.43,-0.08,-0.01,-0.52,-0.31,-0.57,-0.04,0.01,4.9,5.2,-0.3,21.2,20.2,1,31,33,0,64,-2
5,SF,ARI,1,0,1454.216115,0.65936153,-0.26,-0.21,-0.16,0.05,-0.05,-0.36,-0.23,-0.37,-0.07,-0.06,0.1,0.02,0.21,0.12,0.01,5.9,5.5,0.4,25,29.5,-4.5,18,28,0,46,-10
5,TEN,BUF,0,0,1522.518945,0.476740407,-0.09,-0.04,-0.13,0,0.04,-0.56,-0.39,-0.58,-0.01,0.01,0.47,0.35,0.45,0.01,0.03,5,5.7,-0.7,18.8,18.2,0.6,12,13,0,25,-1
5,WSH,NO,0,1,1488.963977,0.267946088,0.1,0.04,0.09,-0.05,-0.04,0.09,0.12,0.21,0.14,0.01,0.01,-0.08,-0.12,-0.19,-0.05,5.7,4.7,1,21.3,14.7,6.6,19,43,0,62,-24
6,ARI,MIN,0,0,1437.845577,0.256911779,-0.26,-0.2,-0.3,-0.07,-0.03,-0.13,-0.03,0.02,0.09,-0.06,-0.13,-0.17,-0.32,-0.16,0.03,4.3,5.4,-1.1,13,22.4,-9.4,17,27,0,44,-10
6,ATL,TB,1,0,1538.486964,0.669045029,-0.17,-0.08,0.07,0.21,-0.02,-0.22,-0.14,0.09,0.28,-0.04,0.05,0.06,-0.02,-0.07,0.02,6.1,6,0.1,26.6,32.6,-6,34,29,1,63,5
6,BAL,TEN,0,0,1563.500128,0.474897005,0.16,0.12,0.02,-0.16,-0.02,-0.06,-0.04,-0.16,-0.03,0.07,0.22,0.16,0.18,-0.13,-0.09,5.2,4.6,0.6,26.4,15.4,11,21,0,1,21,21
6,BUF,HOU,0,0,1480.25383,0.521536757,-0.42,-0.35,-0.52,-0.09,0.01,0.02,0.02,-0.06,-0.03,0.05,-0.44,-0.37,-0.46,-0.06,-0.04,3.6,5.2,-1.6,12.6,23.6,-11,13,20,0,33,-7
6,CAR,WSH,0,0,1572.896136,0.550076172,0.04,0.02,0.04,0.09,0.09,-0.09,-0.04,-0.03,0.04,-0.02,0.13,0.06,0.07,0.05,0.11,5.6,6.5,-0.9,26,22.8,3.2,17,23,0,40,-6
6,CHI,MIA,0,1,1507.48887,0.455247787,0.34,0.12,-0.02,-0.32,0.05,0.16,0.07,-0.03,-0.12,0.07,0.18,0.05,0.01,-0.2,-0.02,5.3,5.1,0.2,27.8,16.2,11.6,28,31,0,59,-3
6,CIN,PIT,1,0,1534.105949,0.535237231,0.04,0.01,0.1,0.04,-0.03,0.07,0.12,0.09,0,-0.02,-0.03,-0.11,0.01,0.04,-0.01,6,5.6,0.4,30.6,26,4.6,21,28,0,49,-7
6,CLE,LAC,1,0,1343.533293,0.310073371,-0.14,-0.09,-0.22,-0.2,-0.12,0.17,0.1,0.24,0.01,-0.07,-0.31,-0.19,-0.46,-0.21,-0.05,5.1,5.3,-0.2,22.8,22.6,0.2,14,38,0,52,-24
6,DAL,JAX,1,0,1507.639738,0.527159347,-0.13,-0.05,-0.13,0,0,0.14,0.07,-0.06,-0.17,0.03,-0.27,-0.12,-0.07,0.17,-0.03,5.3,5.2,0.1,16.6,19.2,-2.6,40,7,1,47,33
6,DEN,LAR,1,0,1418.557469,0.312807252,0.02,-0.02,0.07,0.04,-0.02,0.39,0.29,0.39,-0.01,0,-0.37,-0.31,-0.32,0.05,-0.02,6,6.2,-0.2,20,26.2,-6.2,20,23,0,43,-3
6,GB,SF,1,0,1469.311021,0.657710309,0.04,0.07,0.1,0,-0.06,-0.23,-0.2,-0.14,0.04,-0.05,0.27,0.27,0.24,-0.04,-0.01,5.8,5.2,0.6,23,22.8,0.2,33,30,1,63,3
6,HOU,BUF,1,0,1400.279293,0.478463243,0.02,0.02,-0.06,-0.03,0.05,-0.42,-0.35,-0.52,-0.09,0.01,0.44,0.37,0.46,0.06,0.04,6,5.5,0.5,23,24.8,-1.8,20,13,1,33,7
6,IND,NYJ,0,0,1391.727206,0.332560595,-0.03,-0.02,-0.08,-0.01,0.04,0,-0.04,-0.19,-0.09,0.09,-0.03,0.02,0.11,0.08,-0.05,5,5.6,-0.6,23.6,27.6,-4,34,42,0,76,-8
6,JAX,DAL,0,0,1553.748897,0.472840653,0.14,0.07,-0.06,-0.17,0.03,-0.13,-0.05,-0.13,0,0,0.27,0.12,0.07,-0.17,0.03,5.9,4.8,1.1,20.4,17.2,3.2,7,40,0,47,-33
6,KC,NE,0,0,1656.98402,0.463486385,0.34,0.2,0.34,0.13,0.13,0.08,0.12,0.11,0.02,-0.01,0.26,0.08,0.23,0.11,0.14,6.5,6.5,0,35,25.8,9.2,40,43,0,83,-3
6,LAC,CLE,0,0,1547.468668,0.689926629,0.17,0.1,0.24,0.01,-0.07,-0.14,-0.09,-0.22,-0.2,-0.12,0.31,0.19,0.46,0.21,0.05,6.6,6.2,0.4,27.4,26,1.4,38,14,1,52,24
6,LAR,DEN,0,0,1620.278171,0.687192748,0.39,0.29,0.39,-0.01,0,0.02,-0.02,0.07,0.04,-0.02,0.37,0.31,0.32,-0.05,0.02,7.4,6,1.4,34.6,19.6,15,23,20,1,43,3
6,MIA,CHI,1,0,1473.669334,0.544752213,0.16,0.07,-0.03,-0.12,0.07,0.34,0.12,-0.02,-0.32,0.05,-0.18,-0.05,-0.01,0.2,0.02,5.5,5.7,-0.2,19.8,23.4,-3.6,31,28,1,59,3
6,MIN,ARI,1,0,1557.348121,0.743088221,-0.13,-0.03,0.02,0.09,-0.06,-0.26,-0.2,-0.3,-0.07,-0.03,0.13,0.17,0.32,0.16,-0.03,5.8,6.2,-0.4,22.6,26.2,-3.6,27,17,1,44,10
6,NE,KC,1,0,1617.401526,0.536513615,0.08,0.12,0.11,0.02,-0.01,0.34,0.2,0.34,0.13,0.13,-0.26,-0.08,-0.23,-0.11,-0.14,5.5,5.4,0.1,26.6,21.6,5,43,40,1,83,3
6,NYG,PHI,1,0,1386.965954,0.292383385,-0.06,-0.09,0.01,0.05,-0.01,-0.07,0.01,-0.07,-0.03,-0.03,0.01,-0.1,0.08,0.08,0.02,5.6,5.7,-0.1,20.8,25.6,-4.8,13,34,0,47,-21
6,NYJ,IND,1,0,1447.743628,0.667439405,0,-0.04,-0.19,-0.09,0.09,-0.03,-0.02,-0.08,-0.01,0.04,0.03,-0.02,-0.11,-0.08,0.05,5.6,5.4,0.2,24.6,21,3.6,42,34,1,76,8
6,OAK,SEA,0,0,1409.934301,0.33353306,-0.17,-0.12,0.02,0.16,-0.03,0.02,0.03,-0.03,-0.07,-0.02,-0.19,-0.15,0.05,0.23,-0.01,6.1,6.8,-0.7,21.4,29.8,-8.4,3,27,0,30,-24
6,PHI,NYG,0,0,1605.504087,0.707616615,-0.07,0.01,-0.07,-0.03,-0.03,-0.06,-0.09,0.01,0.05,-0.01,-0.01,0.1,-0.08,-0.08,-0.02,5.2,5.6,-0.4,20.6,20.8,-0.2,34,13,1,47,21
6,PIT,CIN,0,0,1574.579955,0.464762769,0.07,0.12,0.09,0,-0.02,0.04,0.01,0.1,0.04,-0.03,0.03,0.11,-0.01,-0.04,0.01,6.1,5.7,0.4,28.6,26.6,2,28,21,1,49,7
6,SEA,OAK,0,0,1530.19019,0.66646694,0.02,0.03,-0.03,-0.07,-0.02,-0.17,-0.12,0.02,0.16,-0.03,0.19,0.15,-0.05,-0.23,0.01,5.2,5.7,-0.5,23.2,22.8,0.4,27,3,1,30,24
6,SF,GB,0,0,1420.854689,0.342289691,-0.23,-0.2,-0.14,0.04,-0.05,0.04,0.07,0.1,0,-0.06,-0.27,-0.27,-0.24,0.04,0.01,5.6,5.3,0.3,23.6,29.2,-5.6,30,33,0,63,-3
6,TB,ATL,0,1,1481.212388,0.330954971,-0.22,-0.14,0.09,0.28,-0.04,-0.17,-0.08,0.07,0.21,-0.02,-0.05,-0.06,0.02,0.07,-0.02,7,7,0,28,34.8,-6.8,29,34,0,63,-5
6,TEN,BAL,1,0,1515.958153,0.525102995,-0.06,-0.04,-0.16,-0.03,0.07,0.16,0.12,0.02,-0.16,-0.02,-0.22,-0.16,-0.18,0.13,0.09,4.8,5.3,-0.5,17.4,17.2,0.2,0,21,0,21,-21
6,WSH,CAR,1,0,1472.982601,0.449923828,-0.09,-0.04,-0.03,0.04,-0.02,0.04,0.02,0.04,0.09,0.09,-0.13,-0.06,-0.07,-0.05,-0.11,5.5,5.3,0.2,20.8,21.8,-1,23,17,1,40,6
7,ARI,DEN,1,0,1426.477968,0.614618508,-0.26,-0.21,-0.31,-0.07,-0.02,0.05,0.02,0.1,0.01,-0.03,-0.31,-0.23,-0.41,-0.08,0.01,4.4,5.4,-1,13.7,23.2,-9.5,10,45,0,55,-35
7,ATL,NYG,1,0,1549.722343,0.803502964,-0.14,-0.09,0.09,0.23,-0.01,-0.12,-0.12,-0.01,0.09,-0.02,-0.02,0.03,0.1,0.14,0.01,6.2,6.4,-0.2,27.8,32,-4.2,23,20,1,43,3
7,BAL,NO,1,0,1596.222105,0.566774467,0.25,0.19,0.05,-0.2,0.01,0.15,0.16,0.21,0.07,0.01,0.1,0.03,-0.16,-0.27,0,5.2,4.4,0.8,25.5,12.8,12.7,23,24,0,47,-1
7,BUF,IND,0,0,1458.415078,0.522349104,-0.37,-0.32,-0.53,-0.19,-0.02,-0.05,-0.03,-0.07,0.01,0.04,-0.32,-0.29,-0.46,-0.2,-0.06,3.7,4.9,-1.2,12.7,23,-10.3,5,37,0,42,-32
7,CAR,PHI,0,0,1551.142941,0.313380894,0.08,0.04,0.07,0.03,0.04,-0.01,0.03,-0.05,-0.05,-0.01,0.09,0.01,0.12,0.08,0.05,5.7,6,-0.3,24.2,22.8,1.4,21,17,1,38,4
7,CHI,NE,1,0,1495.043114,0.400517216,0.28,0.12,0.04,-0.21,0.03,0.09,0.12,0.13,0.02,-0.03,0.19,0,-0.09,-0.23,0.06,5.7,5.6,0.1,27.8,19.2,8.6,31,38,0,69,-7
7,CIN,KC,0,0,1511.595104,0.242693816,0.07,0.04,0.12,0.06,0,0.35,0.23,0.32,0.13,0.16,-0.28,-0.19,-0.2,-0.07,-0.16,5.8,5.9,-0.1,29,26.3,2.7,10,45,0,55,-35
7,CLE,TB,0,0,1324.75729,0.229679469,-0.19,-0.14,-0.24,-0.13,-0.08,-0.16,-0.12,0.14,0.27,-0.03,-0.03,-0.02,-0.38,-0.4,-0.05,5,5.6,-0.6,21.3,25.2,-3.9,23,26,0,49,-3
7,DAL,WSH,0,0,1540.703956,0.472638343,-0.05,-0.01,-0.09,-0.03,0.02,-0.08,-0.05,-0.06,0.05,0.03,0.03,0.04,-0.03,-0.08,-0.01,5.3,5.1,0.2,20.5,17.2,3.3,17,20,0,37,-3
7,DEN,ARI,0,0,1410.392056,0.385381492,0.05,0.02,0.1,0.01,-0.03,-0.26,-0.21,-0.31,-0.07,-0.02,0.31,0.23,0.41,0.08,-0.01,6,6.2,-0.2,20,25.7,-5.7,45,10,1,55,35
7,DET,MIA,0,1,1506.565047,0.436236414,-0.26,-0.16,-0.05,0.16,-0.05,0.17,0.1,0.03,-0.07,0.07,-0.43,-0.26,-0.08,0.23,-0.12,5.7,6,-0.3,25,27.4,-2.4,32,21,1,53,11
7,HOU,JAX,0,0,1422.118045,0.280584282,-0.02,-0.01,-0.15,-0.08,0.06,0.04,0.01,-0.12,-0.14,0.02,-0.06,-0.02,-0.03,0.06,0.04,5.7,5.3,0.4,22.5,22.8,-0.3,20,7,1,27,13
7,IND,BUF,1,0,1377.874976,0.477650896,-0.05,-0.03,-0.07,0.01,0.04,-0.37,-0.32,-0.53,-0.19,-0.02,0.32,0.29,0.46,0.2,0.06,5.2,5.6,-0.4,25.3,30,-4.7,37,5,1,42,32
7,JAX,HOU,1,0,1520.684678,0.719415718,0.04,0.01,-0.12,-0.14,0.02,-0.02,-0.01,-0.15,-0.08,0.06,0.06,0.02,0.03,-0.06,-0.04,5.7,4.9,0.8,18.2,21,-2.8,7,20,0,27,-13
7,KC,CIN,1,0,1644.280221,0.757306184,0.35,0.23,0.32,0.13,0.16,0.07,0.04,0.12,0.06,0,0.28,0.19,0.2,0.07,0.16,6.8,6.6,0.2,35.8,28.7,7.1,45,10,1,55,35
7,LAC,TEN,0,0,1566.244671,0.617236584,0.23,0.16,0.27,-0.03,-0.06,-0.15,-0.1,-0.19,0.01,0.05,0.38,0.26,0.46,-0.04,-0.11,6.8,5.8,1,29.2,24,5.2,20,19,1,39,1
7,LAR,SF,0,0,1628.443583,0.705319453,0.32,0.26,0.33,0.01,0,-0.17,-0.16,-0.07,0.06,-0.03,0.49,0.42,0.4,-0.05,0.03,7.2,6,1.2,32.7,19.7,13,39,10,1,49,29
7,MIA,DET,1,0,1486.11509,0.563763586,0.17,0.1,0.03,-0.07,0.07,-0.26,-0.16,-0.05,0.16,-0.05,0.43,0.26,0.08,-0.23,0.12,5.9,5.9,0,21.7,24.2,-2.5,21,32,0,53,-11
7,MIN,NYJ,0,0,1568.71573,0.560320151,-0.07,-0.01,0,0.03,-0.04,0.02,-0.02,-0.16,-0.09,0.1,-0.09,0.01,0.16,0.12,-0.14,5.8,6,-0.2,23.3,24.7,-1.4,37,17,1,54,20
7,NE,CHI,0,0,1630.105325,0.599482784,0.09,0.12,0.13,0.02,-0.03,0.28,0.12,0.04,-0.21,0.03,-0.19,0,0.09,0.23,-0.06,5.8,5.9,-0.1,29.3,24.7,4.6,38,31,1,69,7
7,NO,BAL,0,1,1614.543611,0.433225533,0.15,0.16,0.21,0.07,0.01,0.25,0.19,0.05,-0.2,0.01,-0.1,-0.03,0.16,0.27,0,6.5,6.1,0.4,36,28,8,24,23,1,47,1
7,NYG,ATL,0,0,1370.069752,0.196497036,-0.12,-0.12,-0.01,0.09,-0.02,-0.14,-0.09,0.09,0.23,-0.01,0.02,-0.03,-0.1,-0.14,-0.01,5.7,5.7,0,19.5,27,-7.5,20,23,0,43,-3
7,NYJ,MIN,1,0,1461.595858,0.439679849,0.02,-0.02,-0.16,-0.09,0.1,-0.07,-0.01,0,0.03,-0.04,0.09,-0.01,-0.16,-0.12,0.14,5.6,5.6,0,27.5,23.2,4.3,17,37,0,54,-20
7,PHI,CAR,1,0,1622.400289,0.686619106,-0.01,0.03,-0.05,-0.05,-0.01,0.08,0.04,0.07,0.03,0.04,-0.09,-0.01,-0.12,-0.08,-0.05,5.3,5.7,-0.4,22.8,19.5,3.3,17,21,0,38,-4
7,SF,LAR,1,0,1411.829826,0.294680547,-0.17,-0.16,-0.07,0.06,-0.03,0.32,0.26,0.33,0.01,0,-0.49,-0.42,-0.4,0.05,-0.03,5.9,5.7,0.2,24.7,29.8,-5.1,10,39,0,49,-29
7,TB,CLE,1,0,1469.977009,0.770320531,-0.16,-0.12,0.14,0.27,-0.03,-0.19,-0.14,-0.24,-0.13,-0.08,0.03,0.02,0.38,0.4,0.05,7.2,6.9,0.3,28.2,34.6,-6.4,26,23,1,49,3
7,TEN,LAC,0,0,1483.236176,0.382763416,-0.15,-0.1,-0.19,0.01,0.05,0.23,0.16,0.27,-0.03,-0.06,-0.38,-0.26,-0.46,0.04,0.11,4.6,5.2,-0.6,14.5,17.8,-3.3,19,20,0,39,-1
7,WSH,DAL,1,0,1494.735796,0.527361657,-0.08,-0.05,-0.06,0.05,0.03,-0.05,-0.01,-0.09,-0.03,0.02,-0.03,-0.04,0.03,0.08,0.01,5.2,5.5,-0.3,21.2,20.8,0.4,20,17,1,37,3
8,ARI,SF,1,0,1380.742338,0.575216501,-0.37,-0.31,-0.4,-0.05,-0.02,-0.23,-0.22,-0.15,0.04,-0.04,-0.14,-0.09,-0.25,-0.09,0.02,4.2,5.5,-1.3,13.1,26.3,-13.2,18,15,1,33,3
8,BAL,CAR,0,0,1588.194619,0.426410992,0.21,0.18,0.08,-0.14,0,0.12,0.08,0.11,0.03,0.03,0.09,0.1,-0.03,-0.17,-0.03,5.2,4.5,0.7,25.1,14.4,10.7,21,36,0,57,-15
8,BUF,NE,1,0,1421.627269,0.285191792,-0.44,-0.39,-0.53,-0.11,-0.01,0.13,0.15,0.14,0.01,0,-0.57,-0.54,-0.67,-0.12,-0.01,3.9,5.1,-1.2,11.6,25,-13.4,6,25,0,31,-19
8,CAR,BAL,1,0,1574.70359,0.573589008,0.12,0.08,0.11,0.03,0.03,0.21,0.18,0.08,-0.14,0,-0.09,-0.1,0.03,0.17,0.03,5.8,5.9,-0.1,23.7,21.8,1.9,36,21,1,57,15
8,CHI,NYJ,1,0,1478.900167,0.651354936,0.18,0.1,0.05,-0.16,-0.03,-0.06,-0.07,-0.21,-0.07,0.08,0.24,0.17,0.26,-0.09,-0.11,5.8,5.7,0.1,28.3,22.3,6,24,10,1,34,14
8,CIN,TB,1,0,1495.635248,0.619731918,-0.08,-0.08,0.02,0.1,-0.01,-0.18,-0.14,0.08,0.23,-0.03,0.1,0.06,-0.06,-0.13,0.02,5.6,6.2,-0.6,26.3,29,-2.7,37,34,1,71,3
8,CLE,PIT,0,0,1318.944647,0.121819892,-0.16,-0.13,-0.25,-0.15,-0.05,0.07,0.11,0.12,0.02,-0.03,-0.23,-0.24,-0.37,-0.17,-0.02,5,5.5,-0.5,21.6,25.3,-3.7,18,33,0,51,-15
8,DEN,KC,0,0,1456.127686,0.175211173,0.19,0.14,0.12,-0.08,-0.01,0.39,0.31,0.36,0.09,0.12,-0.2,-0.17,-0.24,-0.17,-0.13,5.9,5.8,0.1,23.6,23.4,0.2,23,30,0,53,-7
8,DET,SEA,1,0,1535.162136,0.570917166,-0.19,-0.13,0.03,0.18,-0.04,0.12,0.09,-0.01,-0.14,-0.01,-0.31,-0.22,0.04,0.32,-0.03,6,6,0,26.2,26.3,-0.1,14,28,0,42,-14
8,GB,LAR,0,1,1478.335885,0.206490648,0.03,0.06,0.12,0.05,-0.04,0.38,0.34,0.32,-0.06,0.01,-0.35,-0.28,-0.2,0.11,-0.05,6.1,5.5,0.6,24.7,24,0.7,27,29,0,56,-2
8,HOU,MIA,1,0,1463.139515,0.600255575,0.05,0.05,-0.12,-0.13,0.05,0.11,0.07,0.04,-0.02,0.05,-0.06,-0.02,-0.16,-0.11,0,5.5,5,0.5,22.1,20.6,1.5,42,23,1,65,19
8,IND,OAK,0,0,1414.662785,0.442812846,0.05,0.04,-0.01,-0.02,0.03,-0.22,-0.17,-0.04,0.14,-0.04,0.27,0.21,0.03,-0.16,0.07,5.4,5.6,-0.2,27,26.4,0.6,42,28,1,70,14
