week,team,opponent,home,bye_prior_week,elo1_pre,elo_prob1,tot_dvoa,tot_dave,off_dvoa,def_dvoa,st_dvoa,opp_tot_dvoa,opp_tot_dave,opp_off_dvoa,opp_def_dvoa,opp_st_dvoa,net_tot_dvoa,net_tot_dave,net_off_dvoa,net_def_dvoa,net_st_dvoa,yards-per-play,opponent-yards-per-play,net-yards-per-play,points-per-game,opponent-points-per-game,net-points-per-game,team_score,opp_score,winner,total,margin
8,JAX,PHI,0,0,1479.663208,0.334915756,-0.04,-0.04,-0.16,-0.11,0.01,-0.07,-0.03,-0.07,-0.02,-0.02,0.03,-0.01,-0.09,-0.09,0.03,5.4,4.8,0.6,16.6,20.9,-4.3,18,24,0,42,-6
8,KC,DEN,1,0,1660.240076,0.824788827,0.39,0.31,0.36,0.09,0.12,0.19,0.14,0.12,-0.08,-0.01,0.2,0.17,0.24,0.17,0.13,6.9,6.3,0.6,37.1,26,11.1,30,23,1,53,7
8,LAR,GB,1,0,1647.19655,0.793509352,0.38,0.34,0.32,-0.06,0.01,0.03,0.06,0.12,0.05,-0.04,0.35,0.28,0.2,-0.11,0.05,6.9,5.7,1.2,33.6,18.3,15.3,29,27,1,56,2
8,MIA,HOU,0,0,1457.518,0.399744425,0.11,0.07,0.04,-0.02,0.05,0.05,0.05,-0.12,-0.13,0.05,0.06,0.02,0.16,0.11,0,5.9,6.2,-0.3,21.6,25.3,-3.7,23,42,0,65,-19
8,MIN,NO,1,0,1594.985096,0.553635907,0,0.03,0.01,-0.01,-0.02,0.14,0.15,0.21,0.08,0.02,-0.14,-0.12,-0.2,-0.09,-0.04,5.7,5.7,0,25.3,23.6,1.7,20,30,0,50,-10
8,NE,BUF,0,0,1646.248272,0.714808208,0.13,0.15,0.14,0.01,0,-0.44,-0.39,-0.53,-0.11,-0.01,0.57,0.54,0.67,0.12,0.01,5.8,5.9,-0.1,30.6,25.6,5,25,6,1,31,19
8,NO,MIN,0,0,1622.571097,0.446364093,0.14,0.15,0.21,0.08,0.02,0,0.03,0.01,-0.01,-0.02,0.14,0.12,0.2,0.09,0.04,6.2,6,0.2,34,27.2,6.8,30,20,1,50,10
8,NYG,WSH,1,0,1365.16692,0.390198987,-0.12,-0.12,0,0.11,-0.01,-0.05,-0.03,-0.04,0.03,0.03,-0.07,-0.09,0.04,0.08,-0.04,5.9,5.9,0,19.6,26.4,-6.8,13,20,0,33,-7
8,NYJ,CHI,0,0,1435.326492,0.348645064,-0.06,-0.07,-0.21,-0.07,0.08,0.18,0.1,0.05,-0.16,-0.03,-0.24,-0.17,-0.26,0.09,0.11,5.3,5.5,-0.2,26,25.1,0.9,10,24,0,34,-14
8,OAK,IND,1,1,1389.575139,0.557187154,-0.22,-0.17,-0.04,0.14,-0.04,0.05,0.04,-0.01,-0.02,0.03,-0.27,-0.21,-0.03,0.16,-0.07,5.7,6.7,-1,18.3,29.3,-11,28,42,0,70,-14
8,PHI,JAX,0,0,1598.83964,0.665084244,-0.07,-0.03,-0.07,-0.02,-0.02,-0.04,-0.04,-0.16,-0.11,0.01,-0.03,0.01,0.09,0.09,-0.03,5.3,5.8,-0.5,22,19.7,2.3,24,18,1,42,6
8,PIT,CLE,1,1,1597.090801,0.878180108,0.07,0.11,0.12,0.02,-0.03,-0.16,-0.13,-0.25,-0.15,-0.05,0.23,0.24,0.37,0.17,0.02,6.2,5.6,0.6,28.5,25.7,2.8,33,18,1,51,15
8,SEA,DET,0,1,1550.549352,0.429082834,0.12,0.09,-0.01,-0.14,-0.01,-0.19,-0.13,0.03,0.18,-0.04,0.31,0.22,-0.04,-0.32,0.03,5.4,5.3,0.1,23.8,19.5,4.3,28,14,1,42,14
8,SF,ARI,0,0,1393.076859,0.424783499,-0.23,-0.22,-0.15,0.04,-0.04,-0.37,-0.31,-0.4,-0.05,-0.02,0.14,0.09,0.25,0.09,-0.02,5.6,5.7,-0.1,22.6,31.1,-8.5,15,18,0,33,-3
8,TB,CIN,0,0,1475.789653,0.380268082,-0.18,-0.14,0.08,0.23,-0.03,-0.08,-0.08,0.02,0.1,-0.01,-0.1,-0.06,0.06,0.13,-0.02,6.7,6.6,0.1,27.8,32.7,-4.9,34,37,0,71,-3
8,WSH,NYG,0,0,1507.727722,0.609801013,-0.05,-0.03,-0.04,0.03,0.03,-0.12,-0.12,0,0.11,-0.01,0.07,0.09,-0.04,-0.08,0.04,5.2,5.4,-0.2,21,20.2,0.8,20,13,1,33,7
9,ATL,WSH,0,1,1554.625175,0.451542362,-0.12,-0.09,0.08,0.2,0,0.01,0.01,-0.03,-0.02,0.02,-0.13,-0.1,0.11,0.22,-0.02,6.3,6.4,-0.1,27.1,30.3,-3.2,38,14,1,52,24
9,BAL,PIT,1,0,1565.090318,0.539001029,0.13,0.12,0.04,-0.09,0,0.08,0.1,0.13,0.03,-0.02,0.05,0.02,-0.09,-0.12,0.02,5.2,4.7,0.5,24.6,17.1,7.5,16,23,0,39,-7
9,BUF,CHI,1,0,1405.695997,0.462367825,-0.4,-0.38,-0.52,-0.12,0,0.2,0.13,0.08,-0.16,-0.04,-0.6,-0.51,-0.6,0.04,0.04,4.1,5.2,-1.1,10.9,25,-14.1,9,41,0,50,-32
9,CAR,TB,1,0,1597.807892,0.756760768,0.2,0.16,0.17,0,0.03,-0.22,-0.18,0.04,0.23,-0.03,0.42,0.34,0.13,-0.23,0.06,5.8,5.7,0.1,25.4,21.7,3.7,42,28,1,70,14
9,CHI,BUF,0,0,1496.895056,0.537632175,0.2,0.13,0.08,-0.16,-0.04,-0.4,-0.38,-0.52,-0.12,0,0.6,0.51,0.6,-0.04,-0.04,5.8,5.4,0.4,27.7,20.6,7.1,41,9,1,50,32
9,CLE,KC,1,0,1313.100986,0.159561049,-0.2,-0.18,-0.26,-0.12,-0.06,0.37,0.33,0.33,0.07,0.11,-0.57,-0.51,-0.59,-0.19,-0.17,4.9,5.6,-0.7,21.1,26.2,-5.1,21,37,0,58,-16
9,DAL,TEN,1,1,1527.712029,0.659176858,-0.04,-0.01,-0.09,-0.05,0,-0.15,-0.12,-0.19,0.01,0.05,0.11,0.11,0.1,-0.06,-0.05,5.3,5.1,0.2,20,17.6,2.4,14,28,0,42,-14
9,DEN,HOU,1,0,1449.635061,0.540622727,0.15,0.13,0.08,-0.09,-0.02,0.08,0.08,-0.07,-0.11,0.04,0.07,0.05,0.15,0.02,-0.06,5.9,5.9,0,23.5,24.2,-0.7,17,19,0,36,-2
9,DET,MIN,0,0,1503.527284,0.321877213,-0.2,-0.16,0.03,0.19,-0.04,0,0.01,0,-0.03,-0.03,-0.2,-0.17,0.03,0.22,-0.01,6,6.1,-0.1,24.4,26.6,-2.2,9,24,0,33,-15
9,GB,NE,0,0,1474.234771,0.18906958,0.09,0.09,0.13,0.02,-0.03,0.12,0.13,0.13,-0.01,-0.02,-0.03,-0.04,0,0.03,-0.01,6.2,5.5,0.7,25,24.7,0.3,17,31,0,48,-14
9,HOU,DEN,0,0,1486.345144,0.459377273,0.08,0.08,-0.07,-0.11,0.04,0.15,0.13,0.08,-0.09,-0.02,-0.07,-0.05,-0.15,-0.02,0.06,5.7,5.1,0.6,24.6,20.9,3.7,19,17,1,36,2
9,KC,CLE,0,0,1666.732701,0.840438951,0.37,0.33,0.33,0.07,0.11,-0.2,-0.18,-0.26,-0.12,-0.06,0.57,0.51,0.59,0.19,0.17,6.9,6.3,0.6,36.2,25.6,10.6,37,21,1,58,16
9,LAC,SEA,0,1,1571.357968,0.392577433,0.2,0.16,0.27,0,-0.06,0.15,0.13,0.02,-0.13,0,0.05,0.03,0.25,0.13,-0.06,6.9,5.8,1.1,27.9,23.3,4.6,25,17,1,42,8
9,LAR,NO,0,0,1651.297664,0.409920991,0.33,0.31,0.28,-0.04,0.01,0.13,0.14,0.18,0.08,0.03,0.2,0.17,0.1,-0.12,-0.02,6.7,5.8,0.9,33,19.4,13.6,35,45,0,80,-10
9,MIA,NYJ,1,0,1434.312371,0.615837913,0.06,0.05,0.04,0.04,0.06,-0.11,-0.11,-0.23,-0.05,0.08,0.17,0.16,0.27,0.09,-0.02,5.9,6.4,-0.5,21.8,27.4,-5.6,13,6,1,19,7
9,MIN,DET,1,0,1567.974526,0.678122787,0,0.01,0,-0.03,-0.03,-0.2,-0.16,0.03,0.19,-0.04,0.2,0.17,-0.03,-0.22,0.01,5.7,5.6,0.1,24.6,24.4,0.2,24,9,1,33,15
9,NE,GB,1,0,1662.179544,0.81093042,0.12,0.13,0.13,-0.01,-0.02,0.09,0.09,0.13,0.02,-0.03,0.03,0.04,0,-0.03,0.01,5.7,5.8,-0.1,29.9,23.1,6.8,31,17,1,48,14
9,NO,LAR,1,0,1649.581667,0.590079009,0.13,0.14,0.18,0.08,0.03,0.33,0.31,0.28,-0.04,0.01,-0.2,-0.17,-0.1,0.12,0.02,6.1,6.1,0,33.4,26.1,7.3,45,35,1,80,10
9,NYJ,MIA,0,0,1417.331603,0.384162087,-0.11,-0.11,-0.23,-0.05,0.08,0.06,0.05,0.04,0.04,0.06,-0.17,-0.16,-0.27,-0.09,0.02,5.1,5.5,-0.4,24,25,-1,6,13,0,19,-7
9,OAK,SF,0,0,1358.839722,0.376356237,-0.21,-0.18,0,0.18,-0.04,-0.24,-0.23,-0.16,0.04,-0.04,0.03,0.05,0.16,0.14,0,5.9,6.7,-0.8,19.7,31.1,-11.4,3,34,0,37,-31
9,PIT,BAL,0,0,1602.934462,0.460998971,0.08,0.1,0.13,0.03,-0.02,0.13,0.12,0.04,-0.09,0,-0.05,-0.02,0.09,0.12,-0.02,6.2,5.4,0.8,29.1,24.6,4.5,23,16,1,39,7
9,SEA,LAC,1,0,1582.184205,0.607422567,0.15,0.13,0.02,-0.13,0,0.2,0.16,0.27,0,-0.06,-0.05,-0.03,-0.25,-0.13,0.06,5.6,5.4,0.2,24.4,18.7,5.7,17,25,0,42,-8
9,SF,OAK,1,0,1381.574708,0.623643763,-0.24,-0.23,-0.16,0.04,-0.04,-0.21,-0.18,0,0.18,-0.04,-0.03,-0.05,-0.16,-0.14,0,5.5,5.6,-0.1,21.6,29.5,-7.9,34,3,1,37,31
9,TB,CAR,0,0,1465.637897,0.243239232,-0.22,-0.18,0.04,0.23,-0.03,0.2,0.16,0.17,0,0.03,-0.42,-0.34,-0.13,0.23,-0.06,6.8,6.5,0.3,28.7,33.3,-4.6,28,42,0,70,-14
9,TEN,DAL,0,1,1478.122879,0.340823142,-0.15,-0.12,-0.19,0.01,0.05,-0.04,-0.01,-0.09,-0.05,0,-0.11,-0.11,-0.1,0.06,0.05,4.8,5.5,-0.7,15.1,18.1,-3,28,14,1,42,14
9,WSH,ATL,1,0,1523.403011,0.548457638,0.01,0.01,-0.03,-0.02,0.02,-0.12,-0.09,0.08,0.2,0,0.13,0.1,-0.11,-0.22,0.02,5.3,5.3,0,20.9,19.1,1.8,14,38,0,52,-24
10,ARI,KC,0,1,1392.244489,0.119175478,-0.33,-0.33,-0.38,-0.07,-0.01,0.44,0.43,0.42,0.08,0.1,-0.764,-0.757,-0.799,-0.147,-0.111,4.3,5.3,-1,13.8,24.9,-11.1,26,14,1,40,12
10,ATL,CLE,0,0,1590.484078,0.780500518,-0.04,-0.03,0.15,0.19,0,-0.22,-0.22,-0.22,-0.06,-0.05,0.181,0.192,0.376,0.251,0.057,6.5,6.3,0.2,28.5,28.2,0.3,28,16,1,44,12
10,BUF,NYJ,0,0,1373.743062,0.369020823,-0.42,-0.39,-0.54,-0.13,0,-0.11,-0.14,-0.27,-0.09,0.07,-0.303,-0.249,-0.271,-0.037,-0.069,4,5.1,-1.1,10.7,26.8,-16.1,10,41,0,51,-31
10,CAR,PIT,0,0,1609.898389,0.385863271,0.24,0.25,0.19,-0.02,0.03,0.1,0.1,0.14,0.02,-0.02,0.14,0.141,0.05,-0.038,0.054,6,5.6,0.4,27.5,22.5,5,52,21,1,73,31
10,CHI,DET,1,0,1528.847991,0.649527608,0.22,0.22,0.07,-0.18,-0.03,-0.23,-0.19,-0.03,0.18,-0.03,0.455,0.417,0.092,-0.357,0.006,5.6,5.1,0.5,29.4,19.1,10.3,22,34,0,56,-12
10,CIN,NO,1,1,1505.787004,0.362719449,0.01,0,0.04,0.03,0,0.14,0.15,0.2,0.08,0.02,-0.125,-0.15,-0.155,-0.053,-0.024,5.7,6.3,-0.6,27.6,29.6,-2,51,14,1,65,37
10,CLE,ATL,1,0,1305.108199,0.219499482,-0.22,-0.22,-0.22,-0.06,-0.05,-0.04,-0.03,0.15,0.19,0,-0.181,-0.192,-0.376,-0.251,-0.057,4.9,5.9,-1,21.1,27.4,-6.3,16,28,0,44,-12
10,DAL,PHI,0,0,1490.048613,0.255099409,-0.11,-0.11,-0.11,-0.01,-0.01,-0.05,-0.06,-0.05,-0.02,-0.02,-0.065,-0.052,-0.064,0.017,0.016,5.3,5.1,0.2,19.2,18.9,0.3,20,27,0,47,-7
10,DET,CHI,0,0,1486.67047,0.350472392,-0.23,-0.19,-0.03,0.18,-0.03,0.22,0.22,0.07,-0.18,-0.03,-0.455,-0.417,-0.092,0.357,-0.006,5.6,6.1,-0.5,22.5,26.2,-3.7,34,22,1,56,12
10,GB,MIA,1,0,1465.05053,0.613594522,0.05,0.05,0.11,0.04,-0.03,0.05,0.04,0,0.01,0.06,0.005,0.002,0.115,0.029,-0.081,6.1,5.6,0.5,24,25.5,-1.5,12,31,0,43,-19
10,IND,JAX,1,1,1445.398202,0.561708973,0.03,0.04,0.03,0.03,0.03,-0.04,-0.04,-0.16,-0.09,0.03,0.069,0.086,0.189,0.116,-0.004,5.5,5.7,-0.2,28.9,26.6,2.3,26,29,0,55,-3
10,JAX,IND,0,1,1467.298689,0.438291027,-0.04,-0.04,-0.16,-0.09,0.03,0.03,0.04,0.03,0.03,0.03,-0.069,-0.086,-0.189,-0.116,0.004,5.4,5,0.4,16.8,21.2,-4.4,29,26,1,55,3
10,KC,ARI,1,0,1674.725487,0.880824522,0.44,0.43,0.42,0.08,0.1,-0.33,-0.33,-0.38,-0.07,-0.01,0.764,0.757,0.799,0.147,0.111,7.1,6.2,0.9,36.3,25.1,11.2,14,26,0,40,-12
10,LAC,OAK,0,0,1599.003695,0.760010098,0.21,0.21,0.28,-0.02,-0.08,-0.29,-0.3,-0.05,0.2,-0.04,0.501,0.514,0.324,-0.217,-0.04,7,5.7,1.3,27.5,22.5,5,6,20,0,26,-14
10,LAR,SEA,1,0,1632.188398,0.694482297,0.3,0.3,0.28,-0.01,0.01,0.11,0.13,0.01,-0.09,0.01,0.187,0.171,0.275,0.089,0.001,6.9,6,0.9,33.2,22.2,11,31,36,0,67,-5
10,MIA,GB,0,0,1449.715251,0.386405478,0.05,0.04,0,0.01,0.06,0.05,0.05,0.11,0.04,-0.03,-0.005,-0.002,-0.115,-0.029,0.081,5.6,6.1,-0.5,20.8,25,-4.2,31,12,1,43,19
10,NE,TEN,0,0,1671.363785,0.627476464,0.17,0.17,0.14,-0.02,0,-0.1,-0.09,-0.12,0.01,0.03,0.264,0.26,0.262,-0.028,-0.026,5.8,5.7,0.1,30,22.4,7.6,34,10,1,44,24
10,NO,CIN,0,0,1668.690932,0.637280551,0.14,0.15,0.2,0.08,0.02,0.01,0,0.04,0.03,0,0.125,0.15,0.155,0.053,0.024,6.2,6.3,-0.1,34.9,27.2,7.7,14,51,0,65,-37
10,NYG,SF,0,1,1349.491631,0.33108871,-0.13,-0.13,-0.06,0.08,0,-0.19,-0.18,-0.15,0.01,-0.04,0.056,0.047,0.087,0.07,0.038,5.7,5.8,-0.1,18.8,25.6,-6.8,23,27,0,50,-4
10,NYJ,BUF,1,0,1401.928724,0.630979177,-0.11,-0.14,-0.27,-0.09,0.07,-0.42,-0.39,-0.54,-0.13,0,0.303,0.249,0.271,0.037,0.069,5.1,5.3,-0.2,22,23.7,-1.7,41,10,1,51,31
10,OAK,LAC,1,0,1333.753137,0.239989902,-0.29,-0.3,-0.05,0.2,-0.04,0.21,0.21,0.28,-0.02,-0.08,-0.501,-0.514,-0.324,0.217,0.04,5.7,6.8,-1.1,17.6,31.5,-13.9,20,6,1,26,14
10,PHI,DAL,1,1,1611.20416,0.744900591,-0.05,-0.06,-0.05,-0.02,-0.02,-0.11,-0.11,-0.11,-0.01,-0.01,0.065,0.052,0.064,-0.017,-0.016,5.4,5.7,-0.3,22.2,19.5,2.7,27,20,1,47,7
10,PIT,CAR,1,0,1625.631042,0.614136729,0.1,0.1,0.14,0.02,-0.02,0.24,0.25,0.19,-0.02,0.03,-0.14,-0.141,-0.05,0.038,-0.054,6.1,5.3,0.8,28.4,23.5,4.9,21,52,0,73,-31
10,SEA,LAR,0,0,1554.538479,0.305517703,0.11,0.13,0.01,-0.09,0.01,0.3,0.3,0.28,-0.01,0.01,-0.187,-0.171,-0.275,-0.089,-0.001,5.4,5.6,-0.2,23.5,19.5,4,36,31,1,67,5
10,SF,NYG,1,0,1406.661293,0.66891129,-0.19,-0.18,-0.15,0.01,-0.04,-0.13,-0.13,-0.06,0.08,0,-0.056,-0.047,-0.087,-0.07,-0.038,5.6,5.5,0.1,23,26.6,-3.6,27,23,1,50,4
10,TB,WSH,1,0,1453.547399,0.544499272,-0.21,-0.22,0.03,0.22,-0.02,-0.06,-0.06,-0.04,0.05,0.03,-0.148,-0.158,0.065,0.168,-0.047,6.5,6.6,-0.1,28.6,34.4,-5.8,16,3,1,19,13
10,TEN,NE,1,0,1515.786295,0.372523536,-0.1,-0.09,-0.12,0.01,0.03,0.17,0.17,0.14,-0.02,0,-0.264,-0.26,-0.262,0.028,0.026,4.8,5.5,-0.7,16.8,17.6,-0.8,10,34,0,44,-24
10,WSH,TB,0,0,1487.544108,0.455500728,-0.06,-0.06,-0.04,0.05,0.03,-0.21,-0.22,0.03,0.22,-0.02,0.148,0.158,-0.065,-0.168,0.047,5.3,5.6,-0.3,20,21.5,-1.5,3,16,0,19,-13
11,ARI,OAK,1,0,1386.964811,0.678974221,-0.295,-0.278,-0.382,-0.093,-0.006,-0.289,-0.313,-0.076,0.173,-0.039,-0.006,0.035,-0.306,-0.266,0.033,4.3,5.3,-1,13.8,24.9,-11.1,,,,,
11,ATL,DAL,1,0,1545.987979,0.622780215,-0.087,-0.079,0.142,0.233,0.005,-0.122,-0.129,-0.09,0.014,-0.019,0.035,0.05,0.232,0.219,0.024,6.5,6.3,0.2,28.5,28.2,0.3,,,,,
11,BAL,CIN,1,1,1542.393738,0.674877158,0.145,0.139,0.046,-0.095,0.004,-0.071,-0.102,-0.007,0.065,0.001,0.216,0.241,0.053,-0.16,0.003,5.2,4.8,0.4,23.7,17.8,5.9,,,,,
11,CAR,DET,0,0,1584.099132,0.570860147,0.094,0.103,0.127,0.058,0.024,-0.268,-0.228,-0.059,0.187,-0.021,0.362,0.331,0.186,-0.129,0.045,6,5.6,0.4,27.5,22.5,5,,,,,
11,CHI,MIN,1,0,1545.99168,0.53757677,0.229,0.226,0.079,-0.201,-0.051,0.031,0.025,-0.028,-0.084,-0.025,0.198,0.201,0.107,-0.117,-0.026,5.6,5.1,0.5,29.4,19.1,10.3,,,,,
11,CIN,BAL,0,0,1480.522839,0.325122842,-0.071,-0.102,-0.007,0.065,0.001,0.145,0.139,0.046,-0.095,0.004,-0.216,-0.241,-0.053,0.16,-0.003,5.7,6.3,-0.6,27.6,29.6,-2,,,,,
11,DAL,ATL,0,0,1523.891842,0.377219785,-0.122,-0.129,-0.09,0.014,-0.019,-0.087,-0.079,0.142,0.233,0.005,-0.035,-0.05,-0.232,-0.219,-0.024,5.3,5.1,0.2,19.2,18.9,0.3,,,,,
11,DEN,LAC,0,1,1437.601627,0.202320196,0.116,0.126,0.042,-0.106,-0.032,0.234,0.232,0.251,-0.057,-0.073,-0.118,-0.106,-0.209,-0.049,0.041,5.9,5.7,0.2,22.8,23.7,-0.9,,,,,
11,DET,CAR,1,0,1469.526781,0.429139853,-0.268,-0.228,-0.059,0.187,-0.021,0.094,0.103,0.127,0.058,0.024,-0.362,-0.331,-0.186,0.129,-0.045,5.6,6.1,-0.5,22.5,26.2,-3.7,,,,,
11,GB,SEA,0,0,1487.386265,0.331470091,0.11,0.114,0.121,-0.013,-0.025,0.118,0.129,0.047,-0.059,0.013,-0.008,-0.015,0.074,0.046,-0.038,6.1,5.6,0.5,24,25.5,-1.5,,,,,
11,HOU,WSH,0,1,1498.378578,0.382345812,0.064,0.063,-0.081,-0.113,0.033,-0.057,-0.056,-0.062,0.029,0.033,0.121,0.119,-0.019,-0.142,0,5.6,5.2,0.4,24,20.4,3.6,,,,,
11,IND,TEN,1,0,1457.316717,0.448946727,0.009,0.024,0.034,0.038,0.013,-0.012,0.013,-0.08,-0.042,0.026,0.021,0.011,0.114,0.08,-0.013,5.5,5.7,-0.2,28.9,26.6,2.3,,,,,
11,JAX,PIT,1,0,1455.380173,0.319866547,-0.053,-0.068,-0.153,-0.071,0.029,0.211,0.235,0.208,-0.011,-0.008,-0.264,-0.303,-0.361,-0.06,0.037,5.4,5,0.4,16.8,21.2,-4.4,,,,,
11,KC,LAR,0,0,1680.005165,0.460557029,0.431,0.417,0.408,0.065,0.087,0.321,0.318,0.323,0.014,0.011,0.11,0.099,0.085,0.051,0.076,7.1,6.2,0.9,36.3,25.1,11.2,,,,,
11,LAC,DEN,1,0,1610.91737,0.797679804,0.234,0.232,0.251,-0.057,-0.073,0.116,0.126,0.042,-0.106,-0.032,0.118,0.106,0.209,0.049,-0.041,7,5.7,1.3,27.5,22.5,5,,,,,
11,LAR,KC,1,0,1642.470014,0.539442971,0.321,0.318,0.323,0.014,0.011,0.431,0.417,0.408,0.065,0.087,-0.11,-0.099,-0.085,-0.051,-0.076,6.9,6,0.9,33.2,22.2,11,,,,,
11,MIN,CHI,0,1,1584.831339,0.46242323,0.031,0.025,-0.028,-0.084,-0.025,0.229,0.226,0.079,-0.201,-0.051,-0.198,-0.201,-0.107,0.117,0.026,5.8,5.3,0.5,24.6,22.7,1.9,,,,,
11,NO,PHI,1,0,1693.955097,0.739879057,0.184,0.208,0.226,0.067,0.025,-0.054,-0.054,-0.041,0.002,-0.011,0.238,0.262,0.267,0.065,0.036,6.2,6.3,-0.1,34.9,27.2,7.7,,,,,
11,NYG,TB,1,0,1372.289033,0.518544172,-0.13,-0.116,-0.068,0.067,0.005,-0.232,-0.257,-0.004,0.189,-0.04,0.102,0.141,-0.064,-0.122,0.045,5.7,5.8,-0.1,18.8,25.6,-6.8,,,,,
11,OAK,ARI,0,0,1321.839461,0.321025779,-0.289,-0.313,-0.076,0.173,-0.039,-0.295,-0.278,-0.382,-0.093,-0.006,0.006,-0.035,0.306,0.266,-0.033,5.7,6.8,-1.1,17.6,31.5,-13.9,,,,,
11,PHI,NO,0,0,1577.360931,0.260120943,-0.054,-0.054,-0.041,0.002,-0.011,0.184,0.208,0.226,0.067,0.025,-0.238,-0.262,-0.267,-0.065,-0.036,5.4,5.7,-0.3,22.2,19.5,2.7,,,,,
11,PIT,JAX,0,0,1651.430299,0.680133453,0.211,0.235,0.208,-0.011,-0.008,-0.053,-0.068,-0.153,-0.071,0.029,0.264,0.303,0.361,0.06,-0.037,6.1,5.3,0.8,28.4,23.5,4.9,,,,,
11,SEA,GB,1,0,1544.256863,0.668529909,0.118,0.129,0.047,-0.059,0.013,0.11,0.114,0.121,-0.013,-0.025,0.008,0.015,-0.074,-0.046,0.038,5.4,5.6,-0.2,23.5,19.5,4,,,,,
11,TB,NYG,0,0,1424.397309,0.481455828,-0.232,-0.257,-0.004,0.189,-0.04,-0.13,-0.116,-0.068,0.067,0.005,-0.102,-0.141,0.064,0.122,-0.045,6.5,6.6,-0.1,28.6,34.4,-5.8,,,,,
11,TEN,IND,0,0,1557.916228,0.551053273,-0.012,0.013,-0.08,-0.042,0.026,0.009,0.024,0.034,0.038,0.013,-0.021,-0.011,-0.114,-0.08,0.013,4.8,5.5,-0.7,16.8,17.6,-0.8,,,,,
11,WSH,HOU,1,0,1516.694199,0.617654188,-0.057,-0.056,-0.062,0.029,0.033,0.064,0.063,-0.081,-0.113,0.033,-0.121,-0.119,0.019,0.142,0,5.3,5.6,-0.3,20,21.5,-1.5,,,,,
